City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,bodaybo,57.8506,114.1933,18.85,82,9,0.66,RU,1690382024
291,kalevala,65.2,31.1667,18.02,73,74,1.56,RU,1690382024
292,erbil,36.1926,44.0106,41.9,8,20,6.17,IQ,1690381929
293,san patricio,28.017,-97.5169,32.17,53,0,4.61,US,1690381858
294,rawson,-43.3002,-65.1023,5.06,61,48,6.63,AR,1690381910
295,chunskiy,56.0815,99.6342,15.56,96,76,1.42,RU,1690382025
296,vemalwada,18.4667,78.8833,26.53,86,100,5.28,IN,1690382025
297,novyy urengoy,66.0833,76.6333,22.91,66,99,2.27,RU,1690382025
298,ocher,57.8904,54.7202,20.08,69,68,2.07,RU,1690382025
299,belmonte,-15.8631,-38.8828,25.06,68,81,3.69,BR,1690382025
300,quang ngai,15.1167,108.8,26.13,89,100,1.86,VN,1690382026
301,rio gallegos,-51.6226,-69.2181,-4.97,86,0,6.17,AR,1690382026
302,north bend,43.4065,-124.2243,12.95,94,20,0.0,US,1690382026
303,cheremukhovo,60.3484,59.9851,18.75,80,33,2.65,RU,1690382026
304,hotan,37.0997,79.9269,31.84,22,29,1.84,CN,1690382027
305,guichon,-32.35,-57.2,12.82,88,100,6.42,UY,1690382027
306,nantucket,41.2835,-70.0995,27.03,77,16,6.45,US,1690382027
307,puerto deseado,-47.7503,-65.8938,2.17,74,7,8.21,AR,1690381900
308,nago,26.5881,127.9761,29.14,88,100,6.6,JP,1690382027
309,kununurra,-15.7667,128.7333,12.99,76,8,0.0,AU,1690382028
310,watsa,3.0372,29.5355,21.76,92,82,1.58,CD,1690382028
311,dolores,-36.3132,-57.6792,12.69,75,71,6.85,AR,1690382028
312,fukuecho,32.6881,128.8419,27.27,85,83,3.67,JP,1690382028
313,kudahuvadhoo,2.6708,72.8944,28.2,78,98,4.42,MV,1690382028
314,yanbu,24.0891,38.0637,41.02,22,0,9.26,SA,1690381993
315,callao,-12.0667,-77.15,20.95,77,100,2.06,PE,1690382029
316,akrehamn,59.2667,5.1833,17.22,77,75,5.66,NO,1690382029
317,tanumah,27.1,44.1333,42.94,5,21,4.67,SA,1690382029
318,churapcha,62.0025,132.4325,14.73,84,88,2.62,RU,1690382029
319,bandarbeyla,9.4942,50.8122,24.39,80,9,15.06,SO,1690382029
320,launceston,-41.45,147.1667,9.53,88,100,3.6,AU,1690381810
321,batamshinskiy,50.5594,58.2747,25.87,38,87,2.37,KZ,1690382030
322,chililabombwe,-12.3648,27.8229,25.09,24,6,3.1,ZM,1690382030
323,lukolela,-1.0605,17.1821,32.38,38,20,1.34,CD,1690382030
324,sarykemer,43.0,71.5,38.71,13,4,4.61,KZ,1690382030
325,llandudno,53.325,-3.8315,18.26,47,100,4.02,GB,1690382031
326,kyshtovka,56.555,76.6271,19.92,69,61,1.79,RU,1690382031
327,cravinhos,-21.3403,-47.7294,24.4,26,4,2.18,BR,1690382031
328,gilgit,35.9221,74.3087,32.26,41,85,1.62,PK,1690382032
329,york,40.1254,-77.0,27.72,68,0,2.57,US,1690382032
330,mezhdurechensk,53.6942,88.0603,18.13,77,93,0.9,RU,1690382032
331,novokayakent,42.3937,47.9861,25.77,70,24,3.83,RU,1690382033
332,dalai,45.5,124.3,24.56,85,63,4.79,CN,1690382033
333,santa cruz,-17.8,-63.1667,19.03,55,75,6.69,BO,1690381864
334,stabat,3.761,98.4513,28.11,94,91,0.99,ID,1690382034
335,selcuk,37.9514,27.3685,42.67,17,0,3.93,TR,1690382034
336,kuanda,56.3161,116.0806,20.33,66,36,1.56,RU,1690382035
337,salym,60.0625,71.4789,17.39,92,97,2.77,RU,1690382035
338,holualoa,19.6228,-155.9522,23.91,87,100,3.09,US,1690382035
339,yung shue wan,22.2333,114.1167,33.68,78,89,2.13,HK,1690382036
340,bonthe,7.5264,-12.505,26.69,83,97,5.12,SL,1690382036
341,batticaloa,7.7102,81.6924,28.99,71,100,1.22,LK,1690382036
342,vila franca do campo,37.7167,-25.4333,23.23,67,59,0.9,PT,1690382036
343,portland,45.5234,-122.6762,16.82,80,20,2.57,US,1690382037
344,ciudad tecun uman,14.6667,-92.15,26.97,58,18,1.33,GT,1690382037
345,chinde,26.8418,88.0763,19.16,92,97,1.63,NP,1690382037
346,pariaman,-0.619,100.12,26.03,85,88,1.65,ID,1690382037
347,hami,42.8,93.45,33.02,12,0,3.82,CN,1690382037
348,anna regina,7.2644,-58.5077,29.53,66,8,4.08,GY,1690382038
349,kampong thom,12.7111,104.8887,26.49,80,100,1.86,KH,1690382038
350,acapulco de juarez,16.8634,-99.8901,28.9,70,75,2.06,MX,1690381869
351,aransas pass,27.9095,-97.15,32.79,83,0,2.68,US,1690381804
352,bharatpur,27.2167,77.4833,28.54,69,100,2.48,IN,1690382038
353,miquelon,47.0975,-56.3814,22.0,94,87,4.39,PM,1690382039
354,salzgitter,52.1526,10.3314,20.53,55,90,4.47,DE,1690382039
355,port shepstone,-30.7414,30.455,19.99,74,0,6.28,ZA,1690382039
356,edd,13.9297,41.6925,35.22,55,8,4.17,ER,1690382039
357,urangan,-25.3,152.9,18.39,74,9,5.81,AU,1690382040
358,pathalgaon,22.5667,83.4667,26.63,81,90,5.13,IN,1690382040
359,taoudenni,22.6783,-3.9836,47.98,5,0,4.95,ML,1690382040
360,borgo san lorenzo,43.9553,11.3835,29.63,62,92,0.81,IT,1690382040
361,jaru,-10.4389,-62.4664,33.0,31,1,1.89,BR,1690382040
362,praia da vitoria,38.7333,-27.0667,25.14,78,20,2.53,PT,1690382041
363,yelizovo,53.1873,158.3805,13.08,100,0,2.0,RU,1690382041
364,queenstown,-31.8976,26.8753,19.91,34,1,3.51,ZA,1690382041
365,hadibu,12.65,54.0333,25.55,74,31,9.21,YE,1690382041
366,remire-montjoly,4.9167,-52.2667,30.02,74,100,1.03,GF,1690382041
367,myitkyina,25.3833,97.4,24.61,98,84,0.27,MM,1690382042
368,maslyanino,54.3436,84.2111,20.84,53,65,1.61,RU,1690382042
369,birine,35.635,3.225,36.63,11,0,3.65,DZ,1690382042
370,pandan,14.0453,124.1694,27.8,80,100,7.0,PH,1690382042
371,ritchie,-29.038,24.6028,24.56,23,89,9.55,ZA,1690382046
372,kiskunfelegyhaza,46.7121,19.8446,23.79,58,85,8.83,HU,1690382046
373,cuero,29.0939,-97.2892,30.93,77,1,4.02,US,1690382046
374,shigony,53.3875,48.6777,29.82,32,19,5.7,RU,1690382046
375,mazamari,-11.3258,-74.5308,28.62,50,14,0.9,PE,1690382047
376,nogliki,51.8333,143.1667,15.22,99,100,2.75,RU,1690382047
377,moab,38.5733,-109.5498,30.27,26,8,0.55,US,1690381813
378,port isabel,26.0734,-97.2086,31.12,75,0,4.63,US,1690382047
379,ji'an,27.1172,114.9793,27.76,80,97,2.04,CN,1690382047
380,harper,4.375,-7.7169,26.23,82,69,4.87,LR,1690382048
381,santiago de cao,-7.9589,-79.2392,22.07,83,75,3.6,PE,1690382048
382,belozersk,60.0326,37.7957,17.23,93,100,4.01,RU,1690382048
383,kourou,5.1552,-52.6478,30.03,65,6,2.87,GF,1690382048
384,manta,-0.95,-80.7333,26.88,73,0,5.81,EC,1690381749
385,liestal,47.4846,7.7345,21.7,60,87,6.17,CH,1690382051
386,zavetnoye,47.1194,43.8903,32.81,25,0,3.55,RU,1690382051
387,'ali al gharbi,32.4633,46.6864,45.47,6,0,6.54,IQ,1690382051
388,puerto baquerizo moreno,-0.9,-89.6,24.55,88,75,3.09,EC,1690382052
389,grand-lahou,5.1367,-5.0242,26.46,80,95,3.67,CI,1690382052
390,nova vicosa,-17.8919,-39.3719,25.22,62,25,3.84,BR,1690381909
391,hendersonville,36.3048,-86.62,31.19,70,92,0.89,US,1690381956
392,antsiranana,-12.2787,49.2917,25.42,61,75,6.17,MG,1690382052
393,crane,31.3974,-102.3501,28.58,45,45,7.88,US,1690382053
394,al jubayl,27.0112,49.6583,35.18,56,61,3.24,SA,1690381901
395,arno,60.1167,18.6333,19.77,51,100,6.37,SE,1690382054
396,berdigestyakh,62.0989,126.6992,12.68,61,64,2.1,RU,1690382054
397,kulhudhuffushi,6.6221,73.07,28.15,77,55,2.76,MV,1690382054
398,grand falls-windsor,48.9332,-55.6649,28.61,58,100,1.34,CA,1690382054
399,bajil,15.0584,43.2851,37.59,28,39,8.91,YE,1690382055
400,qarazhal,48.0078,70.7903,28.89,31,97,4.04,KZ,1690382055
401,kushiro,42.975,144.3747,20.26,93,24,1.46,JP,1690382056
402,saint-joseph,-21.3667,55.6167,22.21,82,36,3.68,RE,1690382056
403,petra,30.3222,35.4793,31.72,17,5,5.43,JO,1690382057
404,qala i naw,34.9874,63.1289,35.72,9,11,8.39,AF,1690382057
405,ocean shores,46.9737,-124.1563,13.34,93,0,0.89,US,1690382057
406,la ronge,55.1001,-105.2842,17.14,67,100,3.6,CA,1690382058
407,port elizabeth,-33.918,25.5701,18.16,63,0,0.51,ZA,1690382058
408,auki,-8.7676,160.7034,25.61,90,100,2.2,SB,1690382059
409,brumunddal,60.881,10.9395,16.34,79,94,1.67,NO,1690382059
410,irbit,57.6705,63.071,20.55,71,40,3.32,RU,1690382059
411,nuku'alofa,-21.1333,-175.2,20.19,77,75,2.57,TO,1690382059
412,kavieng,-2.5744,150.7967,27.69,77,99,5.51,PG,1690382060
413,jabat,7.75,168.9751,27.35,80,97,3.2,MH,1690382060
414,gryazi,52.4966,39.9359,27.01,51,30,7.55,RU,1690382060
415,vilyuysk,63.7553,121.6247,14.57,57,100,2.18,RU,1690382061
416,waycross,31.2136,-82.354,31.14,70,0,0.89,US,1690382061
417,yuzhno-kurilsk,44.0306,145.8556,17.51,96,41,1.53,RU,1690382061
418,new norfolk,-42.7826,147.0587,10.95,92,100,1.52,AU,1690382061
419,macau,22.2006,113.5461,34.92,62,0,1.54,MO,1690382062
420,leava,-14.3,-178.1667,26.02,76,99,6.77,WF,1690382062
421,tepalcatepec,19.1833,-102.85,25.6,83,93,0.38,MX,1690382062
422,cleveleys,53.8775,-3.0399,20.57,77,40,5.14,GB,1690382062
423,coahuayana de hidalgo,18.7,-103.6583,30.2,59,91,0.23,MX,1690382063
424,tutoia,-2.7619,-42.2744,31.24,49,9,4.26,BR,1690382063
425,fale old settlement,-9.3852,-171.2468,28.03,75,84,8.19,TK,1690382063
426,ancud,-41.8697,-73.8203,8.23,80,100,1.42,CL,1690382063
427,lata,40.1629,-8.3327,27.26,27,0,6.18,PT,1690382063
428,zaozersk,69.4005,32.4476,13.0,81,94,3.54,RU,1690382064
429,polyarnyy,69.1989,33.4478,11.02,91,99,1.95,RU,1690382064
430,guerrero negro,27.9769,-114.0611,21.67,72,5,2.54,MX,1690382064
431,as sulayyil,20.4607,45.5779,45.14,6,44,3.11,SA,1690382064
432,willowmore,-33.2926,23.4895,16.3,47,100,7.36,ZA,1690382064
433,forster,-32.1667,152.5167,11.12,85,0,2.51,AU,1690382065
434,taufkirchen,48.0432,11.6191,15.19,87,98,2.68,DE,1690382065
435,qamdo,31.1667,97.2333,6.15,81,85,2.73,CN,1690382065
436,tuy hoa,13.0833,109.3,26.75,81,100,5.37,VN,1690382065
437,kaedi,16.1465,-13.5047,33.57,40,100,2.54,MR,1690382066
438,oranjemund,-28.55,16.4333,14.79,65,1,4.14,NA,1690382066
439,natal,-5.795,-35.2094,29.36,61,75,7.72,BR,1690381982
440,kargasok,59.0556,80.8572,17.36,88,41,2.5,RU,1690381935
441,brandon,27.9378,-82.2859,32.75,72,0,0.89,US,1690382001
442,pader palwo,2.8006,33.135,23.7,68,100,1.75,UG,1690382067
443,igarka,67.4667,86.5833,21.33,76,3,3.45,RU,1690382067
444,cannonvale,-20.2833,148.7,19.66,74,40,8.65,AU,1690382067
445,kota tinggi,1.7381,103.8999,29.13,92,73,1.27,MY,1690382067
446,turinsk,58.0458,63.696,21.04,65,67,1.93,RU,1690382067
447,gorontalo,0.5412,123.0595,24.5,93,81,2.41,ID,1690382068
448,sparti,37.0733,22.4297,35.53,13,0,4.45,GR,1690382068
449,bahia honda,22.9036,-83.1592,30.68,63,71,4.71,CU,1690382068
450,sant'antioco,39.0664,8.4522,25.49,56,0,10.11,IT,1690382068
451,chernomorskoye,45.5039,32.6997,25.92,61,0,12.0,UA,1690382069
452,fisterra,42.9049,-9.2629,29.86,82,4,9.12,ES,1690382069
453,juliaca,-15.5,-70.1333,5.99,17,0,1.66,PE,1690382069
454,luocheng,29.3848,104.0286,22.05,97,100,1.58,CN,1690382069
455,keningau,5.3378,116.1602,22.87,94,93,0.48,MY,1690382043
456,colby,39.3958,-101.0524,27.83,59,0,3.6,US,1690381873
457,burley,42.5357,-113.7928,13.98,82,0,1.54,US,1690382048
458,sungai raya,0.7,108.9,26.81,78,100,3.97,ID,1690382070
459,colonia,50.9333,6.95,22.16,65,20,1.54,DE,1690381939
460,haiku-pauwela,20.9219,-156.3051,23.91,80,100,5.14,US,1690382070
461,sal rei,16.1833,-22.9167,31.11,62,75,9.26,CV,1690382071
462,san antonio de pale,-1.4014,5.6325,23.28,88,94,4.49,GQ,1690382071
463,zambezi,-13.5432,23.1047,30.59,13,19,2.74,ZM,1690382071
464,kapa'a,22.0752,-159.319,26.18,87,100,6.69,US,1690381954
465,ust'-kulom,61.6864,53.6902,17.93,68,96,2.05,RU,1690382071
466,oriximina,-1.7656,-55.8661,34.0,38,15,2.51,BR,1690382072
467,mukalla,14.5425,49.1242,34.71,45,9,8.52,YE,1690382072
468,nabire,-3.3667,135.4833,24.83,92,95,1.51,ID,1690382072
469,saint-pierre,-21.3393,55.4781,22.82,78,40,5.14,RE,1690382073
470,lerwick,60.1545,-1.1494,13.0,73,78,5.27,GB,1690381819
471,page,36.9147,-111.4558,28.95,30,0,1.79,US,1690381954
472,peterhead,57.5058,-1.7981,16.92,69,46,2.5,GB,1690382017
473,constitucion,-35.3333,-72.4167,11.76,65,99,3.52,CL,1690381972
474,corralillo,22.9819,-80.5856,31.31,61,84,6.18,CU,1690382073
475,port saint john's,-31.6229,29.5448,20.65,59,0,3.39,ZA,1690382074
476,coari,-4.085,-63.1414,33.73,36,71,1.11,BR,1690382074
477,cole harbour,44.6724,-63.4751,25.66,61,75,3.6,CA,1690382074
478,songea,-10.6833,35.65,23.64,38,20,3.6,TZ,1690382074
479,novo aripuana,-5.1206,-60.3797,35.99,29,2,0.83,BR,1690382074
480,meknes,33.9776,-5.525,33.49,37,0,3.6,MA,1690382075
481,bartlesville,36.7473,-95.9808,29.21,58,0,5.66,US,1690382075
482,utena,55.5,25.6,20.39,55,100,2.27,LT,1690382075
483,cobija,-11.0267,-68.7692,29.1,61,32,2.57,BO,1690382075
484,tsiombe,-25.3,45.4833,18.59,60,3,5.46,MG,1690382076
485,krasnoturansk,54.3186,91.5639,16.29,80,14,1.06,RU,1690382076
486,orlovskiy,46.8714,42.0592,31.97,26,0,5.3,RU,1690382076
487,chonchi,-42.6128,-73.8092,7.29,88,100,0.5,CL,1690382076
488,oxapampa,-10.5775,-75.4017,21.88,56,27,2.09,PE,1690382077
489,linqiong,30.4159,103.4609,24.9,90,100,0.43,CN,1690382077
490,saint-denis,48.9167,2.3333,24.77,49,0,4.63,FR,1690382077
491,peace river,56.2501,-117.286,15.17,100,100,3.09,CA,1690381921
492,korla,41.7597,86.1469,32.23,21,0,3.4,CN,1690382078
493,braganca,-1.0536,-46.7656,30.93,60,6,1.97,BR,1690382079
494,negara,-8.3151,114.6025,22.51,87,55,3.29,ID,1690382080
495,yelets,52.6237,38.5017,28.8,53,30,7.9,RU,1690382080
496,newman,37.3138,-121.0208,23.19,69,3,1.28,US,1690382080
497,lucea,18.451,-78.1736,29.92,70,100,5.71,JM,1690382081
498,amungan,15.3652,119.9582,27.33,87,100,7.2,PH,1690382081
499,strangnas,59.3774,17.0312,18.99,46,86,4.34,SE,1690382082
500,mishan,45.55,131.8833,21.66,84,0,1.44,CN,1690382082
501,geraldton,-28.7667,114.6,13.23,76,40,5.14,AU,1690381877
502,djambala,-2.5447,14.7533,32.41,30,55,3.17,CG,1690382083
503,touros,-5.1989,-35.4608,29.44,58,13,7.96,BR,1690382083
504,limulunga,-15.0969,23.1376,29.89,15,95,2.57,ZM,1690382083
505,nizhniy kuranakh,58.8353,125.4869,16.92,91,100,0.83,RU,1690382083
506,morden,49.1919,-98.1014,26.16,83,0,1.54,CA,1690382083
507,rio verde de mato grosso,-18.9181,-54.8442,32.22,22,0,3.63,BR,1690382084
508,khabary,53.6259,79.5345,21.71,51,100,2.7,RU,1690382084
509,prineville,44.2999,-120.8345,15.9,71,0,0.0,US,1690382084
510,sougueur,35.1857,1.4961,34.07,11,0,1.54,DZ,1690382084
511,toliara,-23.35,43.6667,23.89,38,0,6.16,MG,1690382085
512,sakakah,29.9697,40.2064,42.76,8,17,5.2,SA,1690382085
513,westport,41.1415,-73.3579,27.39,82,0,1.34,US,1690381807
514,visakhapatnam,17.69,83.2093,25.94,100,100,2.57,IN,1690382085
515,ephraim,39.3597,-111.5863,23.48,52,6,2.14,US,1690382085
516,fuling,29.7022,107.3919,24.94,95,100,0.57,CN,1690382085
517,masterton,-40.9597,175.6575,1.7,95,49,1.93,NZ,1690382086
518,lubango,-14.9172,13.4925,24.65,20,0,2.9,AO,1690381879
519,oruro,-17.9833,-67.15,4.27,42,0,2.06,BO,1690382086
520,antofagasta,-23.65,-70.4,17.6,68,52,3.0,CL,1690381940
521,beipiao,41.7919,120.7792,23.48,94,6,3.04,CN,1690382086
522,miguel auza,24.2933,-103.4503,20.03,57,100,4.52,MX,1690382087
523,howard springs,-12.497,131.047,17.95,66,15,2.77,AU,1690382087
524,brindisi,40.5833,17.6667,33.55,35,40,3.36,IT,1690382087
525,uruana,-15.4981,-49.6875,31.21,22,0,2.96,BR,1690382087
526,smithers,54.7804,-127.1743,13.18,82,75,1.03,CA,1690382087
527,great falls,47.5002,-111.3008,22.05,45,0,4.63,US,1690382087
528,zakamensk,50.3741,103.2863,13.63,85,37,0.51,RU,1690382088
529,kudymkar,59.0173,54.656,19.53,66,97,0.44,RU,1690381905
530,charters towers,-20.1,146.2667,13.56,80,5,3.8,AU,1690382088
531,camana,-16.6228,-72.7111,19.3,74,33,3.19,PE,1690382088
532,fujin,47.26,132.0322,22.18,81,100,3.36,CN,1690382088
533,cambria,35.5641,-121.0808,19.58,57,20,2.27,US,1690382089
534,jasper,37.2001,-94.3502,30.81,51,40,9.26,US,1690381923
535,broken hill,-31.95,141.4333,11.24,56,0,4.29,AU,1690382089
536,clinton,42.587,-82.9199,28.36,71,20,4.63,US,1690381822
537,mangrol,21.1167,70.1167,27.55,87,90,7.23,IN,1690382089
538,vilhena,-12.7406,-60.1458,29.12,48,0,4.12,BR,1690381987
539,ilica,39.9463,41.1091,27.96,21,20,2.06,TR,1690382090
540,malvan,16.0667,73.4667,25.89,85,100,9.69,IN,1690382090
541,olyokminsk,60.3736,120.4264,18.32,95,69,1.84,RU,1690382090
542,soio,-6.1349,12.3689,23.62,73,8,4.95,AO,1690382090
543,tshikapa,-6.4167,20.8,37.84,13,2,1.58,CD,1690382091
544,alasehir,38.3508,28.5172,40.83,11,0,2.84,TR,1690382091
545,martapura,-3.4167,114.85,25.05,83,20,1.03,ID,1690382091
546,kapuskasing,49.4169,-82.4331,18.05,72,100,2.06,CA,1690382091
547,puerto san jose,13.9256,-90.8244,29.09,58,55,1.45,GT,1690382091
548,san pedro pochutla,15.7333,-96.4667,29.28,61,64,0.77,MX,1690382092
549,simanggang,1.2472,111.4528,26.99,94,98,1.03,MY,1690382092
550,kachug,53.9606,105.8817,17.11,82,75,1.49,RU,1690382092
551,pato branco,-26.2286,-52.6706,19.19,63,88,3.19,BR,1690382092
552,moose jaw,50.4001,-105.5344,20.15,60,20,6.17,CA,1690382093
553,pakse,15.1167,105.7833,24.35,95,93,1.05,LA,1690382093
554,turkmenbasy,40.0222,52.9552,29.43,45,0,8.23,TM,1690382093
555,saldanha,-33.0117,17.9442,14.03,80,20,3.98,ZA,1690382093
556,dhidhdhoo,6.8833,73.1,28.15,78,60,3.07,MV,1690382093
557,itoman,26.1247,127.6694,29.11,89,75,4.63,JP,1690382094
558,lodeynoye pole,60.726,33.5531,18.66,90,100,0.63,RU,1690382094
559,kalmunai,7.4167,81.8167,29.53,68,99,3.15,LK,1690382094
560,telenesti,47.4997,28.3656,36.44,26,72,6.37,MD,1690382094
561,gargalianoi,37.0667,21.6333,35.2,66,7,3.32,GR,1690382094
562,kruisfontein,-34.0033,24.7314,14.94,53,94,1.51,ZA,1690382095
563,kayangel,8.0823,134.7173,27.89,75,100,8.87,PW,1690382095
564,bamboo flat,11.7,92.7167,28.05,83,40,2.57,IN,1690382095
565,arawa,-6.2132,155.5367,24.4,90,39,1.86,PG,1690382095
566,xiva,41.3783,60.3639,35.99,17,77,10.77,UZ,1690382095
567,vila velha,-20.3297,-40.2925,24.97,78,40,5.14,BR,1690381984
568,palmer,42.1584,-72.3287,26.99,76,5,2.44,US,1690382096
569,revda,56.801,59.9303,17.86,88,96,2.08,RU,1690382096
570,khandyga,62.6667,135.6,12.6,93,46,2.37,RU,1690382096
571,carnarvon,-24.8667,113.6333,17.47,54,82,7.27,AU,1690382096
572,thu dau mot,10.9667,106.65,26.03,100,40,0.0,VN,1690382096
573,aweil,8.7682,27.4002,23.48,90,100,1.03,SS,1690382097
574,northam,51.0333,-4.2167,17.59,96,100,6.72,GB,1690381861
575,yurga,55.7231,84.8861,18.26,62,44,2.68,RU,1690382097
576,three points,32.0767,-111.3137,33.53,31,5,2.73,US,1690382097
577,tabursuq,36.4569,9.2475,31.16,32,0,7.87,TN,1690382097
578,taloqan,36.7361,69.5345,32.32,13,15,1.77,AF,1690382097
579,licheng,23.2955,113.8284,30.11,69,47,1.09,CN,1690382098
580,happy valley-goose bay,53.3168,-60.3315,23.17,60,40,6.69,CA,1690382098
